month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,weeks_in_month,channel_key,channel,division,department,plan_version,plan_sales_dollars,plan_sales_units,plan_aur,plan_markdown_dollars,plan_shrink_dollars,plan_gross_margin_pct,plan_gross_margin_dollars,plan_bom_retail,plan_eom_retail,plan_receipts_retail,plan_receipts_cost,plan_weeks_of_supply,plan_turn
FY2025-09,2025,Oct,9,Q3,4,STORE,Retail Stores,Girls,Swim,Original Plan,26908.5,440,61.09,2686.65,242.18,0.5402,14534.79,55587.94,79970.91,54220.3,19519.31,8.3,0.397
FY2025-10,2025,Nov,10,Q4,4,STORE,Retail Stores,Girls,Swim,Original Plan,38748.24,634,61.09,4466.05,348.73,0.5247,20332.82,79970.91,111507.0,75099.12,27035.68,8.3,0.405
FY2025-11,2025,Dec,11,Q4,5,STORE,Retail Stores,Girls,Swim,Original Plan,41977.26,687,61.09,4883.46,377.8,0.5237,21981.98,111507.0,93414.47,29145.99,10492.56,13.3,0.41
FY2025-12,2025,Jan,12,Q4,4,STORE,Retail Stores,Girls,Swim,Original Plan,16952.35,277,61.09,2000.28,152.57,0.522,8849.22,93414.47,74309.26,0.0,0.0,22.0,0.202
FY2026-01,2026,Feb,1,Q1,4,STORE,Retail Stores,Girls,Swim,Original Plan,23496.5,385,61.09,2617.31,211.47,0.5286,12420.45,74309.26,69994.63,22010.65,7923.83,12.7,0.326
FY2026-02,2026,Mar,2,Q1,5,STORE,Retail Stores,Girls,Swim,Original Plan,33657.15,551,61.09,3490.12,302.91,0.5363,18050.45,69994.63,79953.24,47408.8,17067.17,10.4,0.449
FY2026-03,2026,Apr,3,Q1,4,STORE,Retail Stores,Girls,Swim,Original Plan,37467.39,613,61.09,3481.3,337.21,0.5471,20497.83,79953.24,106598.4,67931.06,24455.18,8.5,0.402
FY2026-04,2026,May,4,Q2,4,STORE,Retail Stores,Girls,Swim,Original Plan,34609.71,567,61.09,3999.72,311.49,0.5244,18150.49,106598.4,100459.48,32782.0,11801.52,12.3,0.334
FY2026-05,2026,Jun,5,Q2,5,STORE,Retail Stores,Girls,Swim,Original Plan,31434.51,515,61.09,2991.21,282.91,0.5448,17126.88,100459.48,70345.19,4594.34,1653.96,16.0,0.368
FY2026-06,2026,Jul,6,Q2,4,STORE,Retail Stores,Girls,Swim,Original Plan,26671.7,437,61.09,2413.32,240.05,0.5495,14656.57,70345.19,73646.05,32625.93,11745.33,10.5,0.37
FY2026-07,2026,Aug,7,Q3,4,STORE,Retail Stores,Girls,Swim,Original Plan,27941.79,457,61.09,2988.82,251.48,0.533,14893.92,73646.05,77071.06,34607.1,12458.56,10.5,0.371
FY2026-08,2026,Sep,8,Q3,5,STORE,Retail Stores,Girls,Swim,Original Plan,30164.43,494,61.09,2989.61,271.48,0.5409,16315.62,77071.06,69364.67,25719.13,9258.89,12.8,0.412
FY2026-09,2026,Oct,9,Q3,4,STORE,Retail Stores,Girls,Swim,Original Plan,31752.03,520,61.09,3220.95,285.77,0.5386,17100.35,69364.67,88053.54,53947.62,19421.14,8.7,0.403
FY2026-10,2026,Nov,10,Q4,4,STORE,Retail Stores,Girls,Swim,Original Plan,45722.92,748,61.09,4465.4,411.51,0.5423,24797.27,88053.54,127942.96,90489.24,32576.13,7.7,0.423
FY2026-11,2026,Dec,11,Q4,5,STORE,Retail Stores,Girls,Swim,Original Plan,49533.17,811,61.09,4428.37,445.8,0.5506,27272.85,127942.96,116085.43,42549.8,15317.93,12.9,0.406
FY2026-12,2026,Jan,12,Q4,4,STORE,Retail Stores,Girls,Swim,Original Plan,20003.78,327,61.09,2280.98,180.03,0.526,10521.44,116085.43,93620.64,0.0,0.0,23.2,0.191
FY2024-01,2024,Feb,1,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,17775.88,291,61.09,1722.59,159.98,0.5431,9653.97,53333.31,53334.74,19659.89,7077.56,12.0,0.333
FY2024-02,2024,Mar,2,Q1,5,STORE,Retail Stores,Girls,Swim,Current Plan,25138.19,411,61.09,2938.06,226.24,0.5231,13150.38,53334.74,60650.17,35617.93,12822.45,10.6,0.441
FY2024-03,2024,Apr,3,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,27552.5,451,61.09,2949.04,247.97,0.533,14684.56,60650.17,79530.44,49629.79,17866.72,8.8,0.393
FY2024-04,2024,May,4,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,25781.26,422,61.09,2371.79,232.03,0.548,14128.22,79530.44,74438.81,23293.44,8385.64,12.3,0.335
FY2024-05,2024,Jun,5,Q2,5,STORE,Retail Stores,Girls,Swim,Current Plan,22879.59,375,61.09,2754.36,205.92,0.5196,11888.58,74438.81,53709.72,5110.78,1839.88,16.3,0.357
FY2024-06,2024,Jul,6,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,19974.61,327,61.09,2186.54,179.77,0.5305,10597.21,53709.72,60581.33,29212.54,10516.51,10.8,0.35
FY2024-07,2024,Aug,7,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,21572.14,353,61.09,2211.46,194.15,0.5375,11594.71,60581.33,58331.51,21727.93,7822.05,11.2,0.363
FY2024-08,2024,Sep,8,Q3,5,STORE,Retail Stores,Girls,Swim,Current Plan,22533.36,369,61.09,2699.68,202.8,0.5202,11721.67,58331.51,52105.06,19209.39,6915.38,12.9,0.408
FY2024-09,2024,Oct,9,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,24206.11,396,61.09,2741.37,217.86,0.5267,12750.54,52105.06,70391.36,45451.63,16362.59,8.6,0.395
FY2024-10,2024,Nov,10,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,34649.66,567,61.09,3694.45,311.85,0.5334,18481.33,70391.36,94236.32,62500.92,22500.33,8.1,0.421
FY2024-11,2024,Dec,11,Q4,5,STORE,Retail Stores,Girls,Swim,Current Plan,35563.53,582,61.09,3488.8,320.07,0.5419,19271.86,94236.32,76911.36,22047.43,7937.08,13.2,0.416
FY2024-12,2024,Jan,12,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,14730.82,241,61.09,1711.79,132.58,0.5238,7715.94,76911.36,60336.17,0.0,0.0,20.9,0.215
FY2025-01,2025,Feb,1,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,20449.41,335,61.09,2231.36,184.04,0.5309,10856.26,60336.17,60761.38,23290.03,8384.41,11.8,0.338
FY2025-02,2025,Mar,2,Q1,5,STORE,Retail Stores,Girls,Swim,Current Plan,28815.96,472,61.09,3425.61,259.34,0.5211,15016.6,60761.38,62906.14,34645.67,12472.44,10.5,0.466
FY2025-03,2025,Apr,3,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,29841.01,488,61.09,2740.81,268.57,0.5482,16357.44,62906.14,85171.47,55115.71,19841.66,8.4,0.403
FY2025-04,2025,May,4,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,29113.12,477,61.09,3150.25,262.02,0.5318,15482.14,85171.47,86940.47,34294.39,12345.98,11.7,0.338
FY2025-05,2025,Jun,5,Q2,5,STORE,Retail Stores,Girls,Swim,Current Plan,26894.85,440,61.09,2957.69,242.05,0.53,14255.02,86940.47,59846.01,3000.13,1080.05,16.2,0.366
FY2025-06,2025,Jul,6,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,22862.25,374,61.09,2514.6,205.76,0.53,12117.24,59846.01,65181.76,30918.36,11130.61,10.5,0.366
FY2025-07,2025,Aug,7,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,24026.78,393,61.09,2323.58,216.24,0.5433,13053.56,65181.76,68611.32,29996.17,10798.62,10.9,0.359
FY2025-08,2025,Sep,8,Q3,5,STORE,Retail Stores,Girls,Swim,Current Plan,25944.44,425,61.09,2561.92,233.5,0.5413,14042.52,68611.32,56945.1,17073.63,6146.51,13.2,0.413
FY2025-09,2025,Oct,9,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,27089.71,443,61.09,3107.09,243.81,0.5253,14230.32,56945.1,76141.43,49636.94,17869.3,8.4,0.407
FY2025-10,2025,Nov,10,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,39429.27,645,61.09,4705.63,354.86,0.5207,20529.1,76141.43,114338.89,82687.22,29767.4,7.7,0.414
FY2025-11,2025,Dec,11,Q4,5,STORE,Retail Stores,Girls,Swim,Current Plan,42036.25,688,61.09,4063.55,378.33,0.5433,22839.65,114338.89,93184.76,25324.0,9116.64,13.6,0.405
FY2025-12,2025,Jan,12,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,17048.04,279,61.09,1624.73,153.43,0.5447,9286.01,93184.76,74358.56,0.0,0.0,21.9,0.204
FY2026-01,2026,Feb,1,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,24054.03,394,61.09,2718.77,216.49,0.527,12675.81,74358.56,68511.4,21142.13,7611.17,12.4,0.337
FY2026-02,2026,Mar,2,Q1,5,STORE,Retail Stores,Girls,Swim,Current Plan,34547.49,566,61.09,3823.63,310.93,0.5293,18286.76,68511.4,83273.22,53443.86,19239.79,9.9,0.455
FY2026-03,2026,Apr,3,Q1,4,STORE,Retail Stores,Girls,Swim,Current Plan,39237.05,642,61.09,4503.37,353.13,0.5252,20608.34,83273.22,113424.9,74245.25,26728.29,8.5,0.399
FY2026-04,2026,May,4,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,35670.99,584,61.09,3300.36,321.04,0.5475,19529.08,113424.9,108438.56,34306.04,12350.18,12.7,0.322
FY2026-05,2026,Jun,5,Q2,5,STORE,Retail Stores,Girls,Swim,Current Plan,31740.93,520,61.09,3793.05,285.67,0.5205,16521.15,108438.56,72618.92,0.0,0.0,17.1,0.351
FY2026-06,2026,Jul,6,Q2,4,STORE,Retail Stores,Girls,Swim,Current Plan,27346.8,448,61.09,2454.76,246.12,0.5502,15047.19,72618.92,79223.09,36651.86,13194.67,10.6,0.36
FY2026-07,2026,Aug,7,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,28696.4,470,61.09,2637.92,258.27,0.5481,15727.77,79223.09,87270.56,39640.06,14270.42,11.0,0.345
FY2026-08,2026,Sep,8,Q3,5,STORE,Retail Stores,Girls,Swim,Current Plan,31358.0,513,61.09,3670.6,282.22,0.5229,16398.51,87270.56,68687.54,16727.8,6022.01,13.9,0.402
FY2026-09,2026,Oct,9,Q3,4,STORE,Retail Stores,Girls,Swim,Current Plan,32454.15,531,61.09,3020.48,292.09,0.5469,17750.18,68687.54,97327.33,64406.5,23186.34,8.5,0.391
FY2026-10,2026,Nov,10,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,47318.61,775,61.09,5619.72,425.87,0.5212,24664.19,97327.33,143924.1,99960.97,35985.95,8.2,0.392
FY2026-11,2026,Dec,11,Q4,5,STORE,Retail Stores,Girls,Swim,Current Plan,51834.96,848,61.09,5728.06,466.51,0.5295,27446.31,143924.1,120144.65,34250.08,12330.03,13.9,0.393
FY2026-12,2026,Jan,12,Q4,4,STORE,Retail Stores,Girls,Swim,Current Plan,20542.72,336,61.09,2460.59,184.88,0.5202,10686.75,120144.65,96956.46,0.0,0.0,23.4,0.189
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,30146.96,644,46.79,611.27,30.15,0.4597,13859.27,33092.29,31517.89,29213.98,15191.27,4.4,0.933
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Original Plan,25284.55,540,46.79,574.67,25.28,0.4573,11561.91,31517.89,20994.26,15360.87,7987.65,6.2,0.963
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,12058.78,258,46.79,215.06,12.06,0.4622,5573.16,20994.26,12437.5,3729.14,1939.15,7.0,0.721
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,10697.31,229,46.79,223.03,10.7,0.4592,4911.68,12437.5,10060.51,8554.06,4448.11,4.7,0.951
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Original Plan,26257.03,561,46.79,470.83,26.26,0.4621,12132.54,10060.51,20798.37,37491.98,19495.83,1.9,1.702
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,27618.51,590,46.79,592.47,27.62,0.4585,12664.41,20798.37,28457.14,35897.36,18666.63,3.0,1.121
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,13614.76,291,46.79,242.39,13.61,0.4622,6292.69,28457.14,14586.38,0.0,0.0,8.4,0.633
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Original Plan,20422.13,436,46.79,356.43,20.42,0.4625,9446.2,14586.38,16637.41,22850.01,11882.01,3.6,1.308
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,26840.52,574,46.79,594.15,26.84,0.4579,12289.3,16637.41,26479.86,37303.96,19398.06,2.5,1.245
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,16532.2,353,46.79,292.22,16.53,0.4623,7643.23,26479.86,15553.89,5914.99,3075.79,6.4,0.787
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Original Plan,11669.79,249,46.79,251.65,11.67,0.4584,5349.85,15553.89,9034.31,5413.53,2815.03,6.7,0.949
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,12253.28,262,46.79,265.17,12.25,0.4584,5616.41,9034.31,12844.48,16340.88,8497.26,2.9,1.12
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,34367.54,734,46.79,766.77,34.37,0.4577,15729.65,12844.48,34067.87,56392.05,29323.87,1.5,1.465
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Original Plan,28824.38,616,46.79,523.67,28.82,0.4618,13312.04,34067.87,23570.58,18879.59,9817.39,5.9,1.0
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,13747.01,294,46.79,283.51,13.75,0.4594,6315.06,23570.58,13736.93,4210.62,2189.52,6.9,0.737
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,12194.93,261,46.79,237.08,12.19,0.4606,5616.49,13736.93,12024.56,10731.84,5580.56,4.5,0.947
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Original Plan,29933.01,640,46.79,561.48,29.93,0.4612,13806.37,12024.56,23658.99,42158.85,21922.6,2.0,1.678
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,31485.1,673,46.79,624.85,31.49,0.4602,14488.0,23658.99,31097.92,39580.36,20581.79,3.0,1.15
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,15520.82,332,46.79,306.87,15.52,0.4602,7143.13,31097.92,16333.49,1078.79,560.97,8.0,0.654
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Original Plan,23281.23,498,46.79,427.1,23.28,0.4617,10747.89,16333.49,18708.98,26107.1,13575.69,3.5,1.329
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,30598.19,654,46.79,542.35,30.6,0.4623,14144.78,18708.98,31309.59,43771.76,22761.32,2.4,1.223
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,18846.71,403,46.79,363.4,18.85,0.4607,8683.03,31309.59,18786.92,6706.28,3487.27,6.6,0.752
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Original Plan,13303.56,284,46.79,253.46,13.3,0.4609,6132.25,18786.92,10573.56,5356.97,2785.62,7.1,0.906
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,13968.74,299,46.79,282.37,13.97,0.4598,6422.63,10573.56,13579.72,17271.23,8981.04,3.0,1.157
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,40553.69,867,46.79,727.73,40.55,0.4621,18738.04,13579.72,40697.46,68439.71,35588.65,1.3,1.494
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Original Plan,34012.77,727,46.79,663.72,34.01,0.4605,15662.41,40697.46,26271.89,20284.94,10548.17,6.0,1.016
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Original Plan,16221.48,347,46.79,334.74,16.22,0.4594,7451.57,26271.89,15274.82,5575.37,2899.19,6.5,0.781
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,14390.02,308,46.79,300.65,14.39,0.4591,6606.56,15274.82,14181.2,13611.45,7077.95,4.2,0.977
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Original Plan,35320.96,755,46.79,686.7,35.32,0.4606,16267.36,14181.2,29444.88,51306.66,26679.46,2.0,1.619
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Original Plan,37152.41,794,46.79,702.79,37.15,0.4611,17130.36,29444.88,37850.12,46297.6,24074.75,3.2,1.104
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,18314.57,391,46.79,343.45,18.31,0.4612,8447.55,37850.12,19351.27,177.48,92.29,8.3,0.64
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Original Plan,27471.86,587,46.79,578.96,27.47,0.4589,12607.53,19351.27,22820.14,31547.16,16404.52,3.5,1.303
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Original Plan,36105.87,772,46.79,797.24,36.11,0.4579,16533.58,22820.14,34029.6,48148.66,25037.31,2.5,1.27
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,22239.12,475,46.79,481.64,22.24,0.4583,10193.13,34029.6,22562.82,11276.23,5863.64,6.1,0.786
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Original Plan,15698.2,335,46.79,268.98,15.7,0.4629,7266.16,22562.82,12925.76,6345.82,3299.83,7.2,0.885
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Original Plan,16483.11,352,46.79,371.27,16.48,0.4575,7540.62,12925.76,17132.35,21077.46,10960.28,3.1,1.097
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,30439.22,651,46.79,653.6,30.44,0.4585,13957.22,29332.31,29983.12,31774.07,16522.52,3.9,1.026
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Current Plan,25465.62,544,46.79,512.01,25.47,0.4599,11711.49,29983.12,21349.95,17369.93,9032.37,5.9,0.992
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,12220.6,261,46.79,224.06,12.22,0.4617,5641.83,21349.95,11943.62,3050.55,1586.29,7.0,0.734
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,10848.11,232,46.79,246.71,10.85,0.4573,4960.38,11943.62,11470.45,10632.5,5528.9,4.4,0.927
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Current Plan,27133.23,580,46.79,561.47,27.13,0.4593,12462.48,11470.45,22459.83,38711.2,20129.83,2.1,1.599
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,27485.78,587,46.79,554.67,27.49,0.4598,12638.51,22459.83,28759.32,34367.43,17871.06,3.3,1.073
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,14027.33,300,46.79,287.31,14.03,0.4595,6445.81,28759.32,14430.66,0.0,0.0,8.2,0.65
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Current Plan,20636.55,441,46.79,441.33,20.64,0.4586,9464.21,14430.66,16489.22,23157.07,12041.68,3.5,1.335
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,26607.6,569,46.79,560.47,26.61,0.4589,12211.18,16489.22,25257.04,35962.49,18700.5,2.5,1.275
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,16850.85,360,46.79,308.82,16.85,0.4617,7779.59,25257.04,16878.53,8798.01,4574.96,6.0,0.8
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Current Plan,11950.29,255,46.79,247.53,11.95,0.4593,5488.6,16878.53,9159.76,4490.99,2335.32,7.1,0.918
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,12716.93,272,46.79,221.48,12.72,0.4626,5882.65,9159.76,12919.74,16711.11,8689.77,2.9,1.152
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,34094.39,729,46.79,679.03,34.09,0.4601,15686.27,12919.74,35820.25,57708.02,30008.17,1.5,1.399
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Current Plan,29269.88,626,46.79,616.94,29.27,0.4589,13432.6,35820.25,22650.5,16746.34,8708.09,6.1,1.001
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,14193.97,303,46.79,301.25,14.19,0.4588,6511.86,22650.5,14659.55,6518.47,3389.6,6.4,0.761
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,12492.54,267,46.79,232.59,12.49,0.4614,5763.83,14659.55,13096.44,11174.52,5810.75,4.7,0.9
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Current Plan,29569.21,632,46.79,514.14,29.57,0.4626,13679.08,13096.44,24822.86,41839.32,21756.45,2.2,1.56
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,30909.92,661,46.79,617.31,30.91,0.46,14219.45,24822.86,29879.15,36614.43,19039.5,3.2,1.13
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,15706.81,336,46.79,289.49,15.71,0.4616,7249.78,29879.15,16143.05,2275.91,1183.47,7.6,0.683
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Current Plan,23845.09,510,46.79,422.78,23.85,0.4623,11022.86,16143.05,20134.37,28283.03,14707.17,3.4,1.315
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,31365.94,670,46.79,554.44,31.37,0.4623,14501.21,20134.37,31177.36,42994.73,22357.26,2.6,1.223
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,18624.23,398,46.79,392.09,18.62,0.4589,8547.54,31177.36,18728.4,6585.99,3424.72,6.7,0.746
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Current Plan,13388.64,286,46.79,233.75,13.39,0.4625,6192.79,18728.4,11091.83,5999.22,3119.59,7.0,0.898
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,14384.97,307,46.79,312.85,14.38,0.4583,6591.94,11091.83,14476.28,18096.65,9410.26,3.1,1.125
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,42540.92,909,46.79,916.36,42.54,0.4585,19503.28,14476.28,41395.32,70418.85,36617.8,1.4,1.523
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Girls,Swim,Current Plan,34748.15,743,46.79,704.42,34.75,0.4597,15974.69,41395.32,26525.83,20617.84,10721.28,6.0,1.023
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Girls,Swim,Current Plan,16534.38,353,46.79,342.52,16.53,0.4593,7593.98,26525.83,16075.02,6442.61,3350.16,6.4,0.776
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,14871.78,318,46.79,254.05,14.87,0.4629,6884.41,16075.02,14043.66,13109.35,6816.86,4.3,0.988
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Girls,Swim,Current Plan,36605.28,782,46.79,713.85,36.61,0.4605,16856.68,14043.66,27862.57,51174.64,26610.81,1.9,1.747
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Girls,Swim,Current Plan,38428.6,821,46.79,876.91,38.43,0.4572,17568.82,27862.57,39827.39,51308.76,26680.56,2.9,1.135
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,19189.83,410,46.79,435.99,19.19,0.4573,8775.13,39827.39,20182.38,0.0,0.0,8.3,0.64
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Girls,Swim,Current Plan,28523.96,610,46.79,487.91,28.52,0.4629,13203.58,20182.38,22385.01,31243.03,16246.38,3.5,1.34
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Girls,Swim,Current Plan,36787.44,786,46.79,791.98,36.79,0.4585,16865.99,22385.01,36494.86,51726.06,26897.55,2.4,1.25
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,23106.49,494,46.79,410.09,23.11,0.4623,10681.02,36494.86,23037.85,10082.68,5242.99,6.3,0.776
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Girls,Swim,Current Plan,16321.25,349,46.79,325.66,16.32,0.46,7508.54,23037.85,12305.05,5930.43,3083.82,7.1,0.924
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Girls,Swim,Current Plan,16565.55,354,46.79,380.01,16.57,0.4571,7571.45,12305.05,16969.36,21626.44,11245.75,3.0,1.132
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Girls,Tops,Original Plan,86461.26,1617,53.47,12055.95,345.85,0.5006,43279.25,233322.77,237476.01,103016.3,37085.87,10.8,0.367
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Girls,Tops,Original Plan,123849.91,2316,53.47,18141.92,495.4,0.4935,61122.02,237476.01,294376.52,199387.74,71779.59,9.6,0.466
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Girls,Tops,Original Plan,137870.65,2579,53.47,15944.14,551.48,0.5244,72293.08,294376.52,396249.5,256239.25,92246.13,8.5,0.399
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Girls,Tops,Original Plan,127355.1,2382,53.47,19635.92,509.42,0.4858,61871.34,396249.5,361985.15,113236.09,40764.99,12.4,0.336
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Girls,Tops,Original Plan,115671.14,2163,53.47,14337.08,462.68,0.5161,59692.45,361985.15,253705.06,22190.81,7988.69,15.6,0.376
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Girls,Tops,Original Plan,98145.21,1836,53.47,13890.5,392.58,0.4985,48922.43,253705.06,282443.33,141166.56,50819.96,10.3,0.366
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Girls,Tops,Original Plan,102818.79,1923,53.47,15941.09,411.28,0.485,49862.93,282443.33,304278.9,141006.74,50762.43,11.0,0.35
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Girls,Tops,Original Plan,110997.56,2076,53.47,15601.78,443.99,0.4994,55436.66,304278.9,253161.25,75925.67,27333.24,13.7,0.398
