month_key,fiscal_year,fiscal_month,channel_key,channel,style_key,style_name,print_name,division,department,class_name,season,lifecycle,units_sold,sales_dollars,aur,on_hand_units,on_order_units,sell_through_pct,weeks_of_supply
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,142,2861.7,20.15,330,216,0.3008,9.3
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,319,8760.07,27.46,621,261,0.3394,9.7
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,278,6952.52,25.01,228,71,0.5494,4.1
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,105,2116.04,20.15,76,46,0.5801,3.6
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,322,8656.09,26.88,641,446,0.3344,8.0
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,181,4784.19,26.43,219,78,0.4525,4.8
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0086,Autumn Gingham Bonnet,Acorn Toile,Baby,Accessories,Bonnet,Fall,New,427,8605.25,20.15,899,512,0.322,8.4
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,161,3605.77,22.4,303,83,0.347,7.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,176,3927.29,22.31,223,183,0.4411,5.1
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,295,5095.48,17.27,695,585,0.298,9.4
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,185,4233.29,22.88,227,90,0.449,4.9
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,210,4564.4,21.74,380,241,0.3559,7.2
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,178,3074.56,17.27,277,120,0.3912,6.2
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,447,9838.99,22.01,899,655,0.3321,10.1
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,74,1668.96,22.55,165,53,0.3096,11.1
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,150,2590.92,17.27,345,256,0.303,11.5
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,79,1643.26,20.8,121,69,0.395,6.1
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,188,4410.82,23.46,433,33,0.3027,9.2
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,130,2245.46,17.27,280,160,0.3171,8.6
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,302,6838.24,22.64,281,212,0.518,3.7
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,251,5972.95,23.8,234,74,0.5175,3.7
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,242,4180.02,17.27,420,13,0.3656,6.9
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,473,9931.69,21.0,844,210,0.3591,8.9
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,236,5409.09,22.92,395,57,0.374,8.4
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0087,Candy Cane Stripe Bonnet,Holiday Holly,Baby,Accessories,Bonnet,Holiday,New,247,4266.38,17.27,215,128,0.5346,4.4
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,226,5796.77,25.65,355,146,0.389,6.3
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,77,1883.08,24.46,131,83,0.3702,6.8
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,87,1628.01,18.71,117,4,0.4265,5.4
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,176,4162.08,23.65,139,8,0.5587,3.9
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,204,4682.8,22.95,387,306,0.3452,9.5
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,244,4565.92,18.71,240,118,0.5041,4.9
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,354,8836.38,24.96,529,313,0.4009,6.0
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,246,6103.52,24.81,339,197,0.4205,5.5
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,271,5071.17,18.71,340,174,0.4435,5.0
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,296,6980.72,23.58,411,39,0.4187,5.6
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,280,6503.25,23.23,630,329,0.3077,9.0
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,336,6287.5,18.71,306,11,0.5234,3.6
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,181,4230.43,23.37,238,81,0.432,6.6
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,1,25.74,25.74,2,1,0.3333,10.0
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,460,8607.89,18.71,530,207,0.4646,5.8
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,559,14217.82,25.43,976,544,0.3642,7.0
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,228,5522.87,24.22,199,89,0.534,3.5
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0088,Ditsy Rose Bib Set,Hydrangea,Baby,Accessories,Bib Set,Spring,New,276,5164.73,18.71,611,341,0.3112,8.9
FY2025-04,2025,May,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,334,9322.4,27.91,800,375,0.2945,9.6
FY2025-04,2025,May,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,170,4550.76,26.77,369,211,0.3154,8.7
FY2025-04,2025,May,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,357,7194.55,20.15,775,166,0.3154,8.7
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,284,6927.11,24.39,431,300,0.3972,7.6
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,153,4174.88,27.29,357,266,0.3,11.7
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,168,3385.67,20.15,310,223,0.3515,9.2
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,428,10873.18,25.4,624,459,0.4068,5.8
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,128,3259.71,25.47,266,117,0.3249,8.3
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,224,4514.23,20.15,307,210,0.4218,5.5
FY2026-04,2026,May,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,250,6521.77,26.09,225,151,0.5263,3.6
FY2026-04,2026,May,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,188,4548.0,24.19,432,139,0.3032,9.2
FY2026-04,2026,May,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,98,1974.97,20.15,168,136,0.3684,6.9
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,120,3231.01,26.93,194,60,0.3822,8.1
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,258,7207.89,27.94,554,399,0.3177,10.7
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,346,6972.87,20.15,372,128,0.4819,5.4
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,403,10576.85,26.25,443,358,0.4764,4.4
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,209,5618.82,26.88,479,98,0.3038,9.2
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0089,Palm Frond Bib Set,Lemon Grove,Baby,Accessories,Bib Set,Summer,Carryover,227,4574.69,20.15,333,63,0.4054,5.9
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,378,7902.56,20.91,795,596,0.3223,8.4
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,202,4702.2,23.28,465,320,0.3028,9.2
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,269,4646.38,17.27,572,103,0.3199,8.5
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,386,8471.36,21.95,429,181,0.4736,5.6
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,175,4062.87,23.22,418,3,0.2951,11.9
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,0,0.0,17.27,0,0,0.0,0.0
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,475,11188.39,23.55,353,217,0.5737,3.0
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,205,4691.83,22.89,224,56,0.4779,4.4
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,110,1900.01,17.27,236,198,0.3179,8.6
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,118,2438.99,20.67,278,86,0.298,9.4
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,130,2930.09,22.54,298,84,0.3037,9.2
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,258,4456.38,17.27,248,28,0.5099,3.8
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,328,6799.65,20.73,253,179,0.5645,3.9
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,177,4198.89,23.72,128,41,0.5803,3.6
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,95,1640.92,17.27,147,55,0.3926,7.7
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,333,7466.49,22.42,784,18,0.2981,9.4
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,137,3222.7,23.52,203,41,0.4029,5.9
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0090,Wildflower Bib Set,Pomegranate,Baby,Accessories,Bib Set,Fall,New,11,190.0,17.27,12,8,0.4783,4.4
FY2025-04,2025,May,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,515,66058.74,128.27,631,359,0.4494,4.9
FY2025-04,2025,May,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,265,32323.15,121.97,581,456,0.3132,8.8
FY2025-04,2025,May,WHSL,Wholesale,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,321,30043.29,93.59,728,164,0.306,9.1
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,124,15208.81,122.65,87,35,0.5877,3.5
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,188,24428.85,129.94,297,193,0.3876,7.9
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,340,31821.55,93.59,519,192,0.3958,7.6
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,257,28812.97,112.11,529,284,0.327,8.2
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,348,41169.24,118.3,258,55,0.5743,3.0
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,284,26580.36,93.59,255,134,0.5269,3.6
FY2026-04,2026,May,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,148,19057.53,128.77,236,24,0.3854,6.4
FY2026-04,2026,May,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,217,26901.53,123.97,222,19,0.4943,4.1
FY2026-04,2026,May,WHSL,Wholesale,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,369,34535.74,93.59,822,133,0.3098,8.9
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,469,58889.12,125.56,517,141,0.4757,5.5
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,269,34529.1,128.36,469,88,0.3645,8.7
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,134,12541.44,93.59,195,49,0.4073,7.3
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,322,41747.52,129.65,600,470,0.3492,7.5
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0091,Lemon Grove Maxi Dress,Strawberry Fields,Women,Dresses,Maxi Dress,Summer,Carryover,198,23252.24,117.44,183,107,0.5197,3.7
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,197,23967.31,121.66,263,37,0.4283,5.3
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,206,23151.95,112.39,206,113,0.5,4.0
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,594,73036.07,122.96,574,143,0.5086,4.8
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,244,30536.63,125.15,511,382,0.3232,10.5
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,243,22743.05,93.59,554,62,0.3049,11.4
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,702,88187.36,125.62,961,724,0.4221,5.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,211,25528.63,120.99,370,276,0.3632,7.0
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,291,27235.5,93.59,361,206,0.4463,5.0
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,552,69765.09,126.39,1213,59,0.3127,8.8
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,321,41600.93,129.6,503,360,0.3896,6.3
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,345,40340.92,116.93,567,342,0.3783,8.2
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,128,14556.7,113.72,92,46,0.5818,3.6
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,424,52769.43,124.46,943,205,0.3102,8.9
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,241,30093.49,124.87,359,313,0.4017,6.0
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0092,Pomegranate Maxi Dress,Pomegranate,Women,Dresses,Maxi Dress,Fall,Carryover,396,37062.75,93.59,816,129,0.3267,8.2
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,279,35704.13,127.97,436,196,0.3902,6.3
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,90,11894.0,132.16,207,116,0.303,9.2
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,275,26530.02,96.47,313,208,0.4677,4.6
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,271,36303.02,133.96,429,89,0.3871,6.3
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,391,50537.23,129.25,614,362,0.3891,6.3
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,361,34826.68,96.47,733,21,0.33,8.1
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,399,46698.92,117.04,867,740,0.3152,10.9
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,432,51950.89,120.26,639,395,0.4034,7.4
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,156,15049.76,96.47,226,73,0.4084,7.2
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,372,49243.65,132.38,379,312,0.4953,4.1
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,239,30730.98,128.58,441,371,0.3515,7.4
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,360,34730.21,96.47,843,665,0.2993,9.4
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,412,48347.61,117.35,680,68,0.3773,6.6
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,86,10437.15,121.36,137,91,0.3857,6.4
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,122,15456.62,126.69,252,21,0.3262,10.3
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0093,Holiday Holly Maxi Dress,Winter Fair Isle,Women,Dresses,Maxi Dress,Holiday,New,391,47416.65,121.27,684,433,0.3637,8.7
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,6,961.36,160.23,14,10,0.3,9.3
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,33,4959.67,150.29,32,21,0.5077,3.9
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,259,37259.44,143.86,555,323,0.3182,10.7
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,262,37710.84,143.93,540,369,0.3267,10.3
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,648,76511.17,118.07,898,683,0.4191,6.9
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,464,69718.13,150.25,704,546,0.3973,6.1
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,90,13851.92,153.91,180,33,0.3333,8.0
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,543,76700.51,141.25,951,122,0.3635,7.0
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,156,25046.48,160.55,368,280,0.2977,9.4
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,370,58381.28,157.79,833,446,0.3076,11.3
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,295,46150.25,156.44,354,13,0.4545,6.0
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0094,Garden Trellis Day Dress,Cherry Blossom,Women,Dresses,Day Dress,Spring,New,224,26448.31,118.07,351,176,0.3896,7.8
