month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,channel_key,channel,division,department,actual_sales_dollars,actual_sales_units,actual_aur,actual_markdown_dollars,actual_shrink_dollars,actual_gross_margin_dollars,actual_gross_margin_pct,actual_bom_retail,actual_eom_retail,actual_receipts_retail,actual_receipts_cost
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Girls,Swim,28556.45,599.0,47.67,720.16,31.71,13026.57,0.4562,29332.31,31852.14,31828.15,16471.94
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Girls,Swim,29785.39,628.0,47.43,394.84,24.54,13815.47,0.4638,29983.12,16328.37,16550.02,8729.55
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Girls,Swim,12999.53,306.0,42.48,217.58,12.25,6008.36,0.4622,21349.95,11273.5,3152.91,1582.19
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Girls,Swim,12124.5,249.0,48.69,238.22,7.73,5553.02,0.458,11943.62,10143.82,10570.65,5504.31
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Girls,Swim,28158.44,606.0,46.47,731.35,27.18,12763.29,0.4533,11470.45,21504.98,38951.5,19823.3
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Girls,Swim,25579.97,541.0,47.28,717.74,33.81,11598.6,0.4534,22459.83,32599.36,36471.05,15985.42
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Girls,Swim,15000.11,319.0,47.02,269.74,14.87,6910.12,0.4607,28759.32,13474.6,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Girls,Swim,19707.32,413.0,47.72,424.66,18.72,9054.45,0.4594,14430.66,16615.89,22335.93,10221.61
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Girls,Swim,27294.46,581.0,46.98,671.01,31.7,12414.89,0.4549,16489.22,24371.95,35879.9,17775.75
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Girls,Swim,16808.21,350.0,48.02,339.73,17.69,7729.44,0.4599,25257.04,17280.68,9189.27,3860.9
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Girls,Swim,13361.55,302.0,44.24,290.1,10.62,6094.39,0.4561,16878.53,7892.52,4676.26,2297.24
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Girls,Swim,11102.64,244.0,45.5,251.09,13.49,5106.47,0.4599,9159.76,13056.04,15263.5,8526.24
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Girls,Swim,32897.24,716.0,45.95,735.15,44.8,15079.9,0.4584,12919.74,35016.23,55773.68,29838.23
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Girls,Swim,26786.11,540.0,49.6,548.27,31.27,12360.82,0.4615,35820.25,23451.61,14997.01,8204.63
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Girls,Swim,13199.71,281.0,46.97,243.86,17.24,6113.42,0.4631,22650.5,15293.44,6103.75,3159.61
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Girls,Swim,12357.14,256.0,48.27,303.67,13.43,5630.5,0.4556,14659.55,11936.19,9950.88,5962.68
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Girls,Swim,26875.46,555.0,48.42,564.45,39.62,12382.28,0.4607,13096.44,29293.12,43676.21,18993.44
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Girls,Swim,35393.63,757.0,46.76,698.39,33.85,16199.99,0.4577,24822.86,22634.29,33937.3,17931.84
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Girls,Swim,15969.64,355.0,44.98,327.45,15.44,7333.63,0.4592,29879.15,16029.09,2462.47,1252.38
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Girls,Swim,21899.86,498.0,43.98,612.08,28.7,9935.01,0.4537,16143.05,21021.81,27419.4,12900.93
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Girls,Swim,30670.84,679.0,45.17,607.37,32.8,14126.2,0.4606,20134.37,29169.33,40345.97,23193.38
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Girls,Swim,21711.81,461.0,47.1,497.35,21.1,9858.29,0.4541,31177.36,15678.65,6731.55,3322.27
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Girls,Swim,14310.87,307.0,46.62,269.64,15.56,6582.89,0.46,18728.4,9662.47,5530.14,2929.41
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Girls,Swim,13804.27,279.0,49.48,249.46,17.26,6389.89,0.4629,11091.83,15805.39,18784.55,9187.71
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Girls,Swim,43563.84,988.0,44.09,897.66,46.63,19992.72,0.4589,14476.28,56217.66,86249.51,34043.34
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Girls,Swim,32662.22,723.0,45.18,677.35,41.52,15041.89,0.4605,41395.32,27074.21,19059.98,11035.28
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Girls,Swim,18091.68,395.0,45.8,431.82,17.79,8220.21,0.4544,26525.83,14346.41,6361.87,2869.18
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Girls,Swim,15890.38,334.0,47.58,277.03,15.53,7332.68,0.4615,16075.02,11616.07,11723.99,6590.87
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Girls,Swim,44319.83,966.0,45.88,933.01,35.71,20190.12,0.4556,14043.66,13495.39,44740.28,25965.66
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Girls,Swim,41332.99,888.0,46.55,1103.43,36.95,18670.92,0.4517,27862.57,31829.83,46440.63,29807.91
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Girls,Tops,91179.54,1621.0,56.25,14089.11,339.39,43583.03,0.478,247381.28,254671.4,112898.16,40802.62
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Girls,Tops,129002.85,2373.0,54.36,20966.04,573.92,61182.18,0.4743,258921.15,260662.53,152284.19,50452.77
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Girls,Tops,136936.91,2717.0,50.4,22311.04,665.78,65480.24,0.4782,273233.36,405818.47,292498.84,101969.73
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Girls,Tops,121342.74,2223.0,54.59,24227.19,524.03,54883.83,0.4523,406384.11,380174.67,119884.52,44229.27
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Girls,Tops,119415.12,2221.0,53.77,11801.75,466.69,64188.12,0.5375,382331.01,280444.5,29797.05,8827.1
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Girls,Tops,93033.57,1693.0,54.95,17583.34,383.24,42939.28,0.4615,279485.02,283242.46,114757.59,39481.37
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Girls,Tops,95207.42,1850.0,51.46,16846.64,397.95,44954.16,0.4722,284003.54,280597.55,109046.02,35884.42
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Girls,Tops,120605.96,2201.0,54.8,18223.8,425.55,57780.4,0.4791,275457.92,258121.72,121919.11,44207.48
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Girls,Tops,112678.53,1974.0,57.08,15507.4,437.47,57041.1,0.5062,271001.13,333536.01,191158.28,68132.3
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Girls,Tops,172632.89,3275.0,52.71,20435.18,715.73,89691.48,0.5196,334856.93,464885.99,323812.86,116681.31
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Girls,Tops,188703.95,3707.0,50.9,21586.36,738.59,97911.09,0.5189,480629.52,396362.66,126762.04,49932.04
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Girls,Tops,70596.46,1306.0,54.06,11260.52,309.25,34393.58,0.4872,407605.86,325439.63,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Girls,Tops,86423.97,1570.0,55.05,15415.46,413.02,41487.58,0.48,322572.07,295551.24,75231.62,28794.17
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Girls,Tops,141332.51,2652.0,53.29,21916.0,588.58,68782.58,0.4867,284363.83,314078.58,193551.84,74469.92
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Girls,Tops,153051.87,2991.0,51.17,22096.09,673.94,76490.4,0.4998,338998.07,449253.58,286077.41,104329.08
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Girls,Tops,162720.45,2913.0,55.86,24777.02,658.21,76632.37,0.4709,461321.42,373724.6,100558.86,38942.91
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Girls,Tops,126530.52,2320.0,54.54,19867.94,625.77,61809.22,0.4885,408789.0,313352.33,51587.56,17231.72
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Girls,Tops,122470.94,2186.0,56.03,20746.25,466.2,56145.49,0.4584,312443.32,299704.94,130945.01,46560.04
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Girls,Tops,116809.66,2286.0,51.1,20939.86,571.26,53932.97,0.4617,312352.35,327987.54,153955.97,64773.34
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Girls,Tops,135699.74,2587.0,52.45,18639.33,624.45,67626.74,0.4984,350326.82,311590.62,116227.32,40801.89
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Girls,Tops,140830.65,2701.0,52.14,22037.24,552.63,67425.63,0.4788,310768.39,363376.38,216028.51,77530.81
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Girls,Tops,229609.72,4292.0,53.5,27376.69,893.31,114655.94,0.4994,375079.86,513402.33,396202.19,141197.91
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Girls,Tops,172078.05,3156.0,54.52,28433.68,942.18,87086.61,0.5061,535583.01,525863.77,191734.67,72407.65
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Girls,Tops,78697.18,1432.0,54.96,11678.28,362.34,39362.71,0.5002,498673.68,407935.88,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Girls,Tops,119348.04,2387.0,50.0,16026.83,391.74,59975.69,0.5025,402934.21,303302.58,36134.98,17605.78
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Girls,Tops,148738.24,2869.0,51.84,23435.18,896.13,73954.94,0.4972,314476.94,423757.92,282350.53,97517.01
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Girls,Tops,196877.9,3594.0,54.78,34858.04,693.11,89634.94,0.4553,392305.94,516035.2,356158.31,121606.25
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Girls,Tops,157196.54,2780.0,56.55,26331.49,744.21,75600.56,0.4809,521392.0,469894.51,132774.75,58071.39
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Girls,Tops,147729.82,2542.0,58.12,23758.71,696.84,71345.12,0.4829,473933.63,364462.95,62714.69,22465.34
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Girls,Tops,125363.91,2247.0,55.79,19120.88,597.02,61796.71,0.4929,366673.83,370592.19,149000.17,48996.68
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Girls,Tops,39574.2,730.0,54.21,3792.44,402.98,21438.41,0.5417,122558.14,114861.13,36072.61,15078.98
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Girls,Tops,59386.56,1117.0,53.17,7505.21,606.18,30611.05,0.5155,117869.97,140639.65,90267.63,32649.7
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Girls,Tops,71899.83,1387.0,51.84,6309.08,638.52,38793.05,0.5395,133895.81,173328.5,118280.12,41210.84
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Girls,Tops,61647.35,1103.0,55.89,7150.98,538.26,31819.35,0.5162,182088.88,162988.13,50235.84,19435.19
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Girls,Tops,48664.71,900.0,54.07,5503.71,479.83,26013.23,0.5345,168165.46,123695.04,10177.83,3722.91
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Girls,Tops,40112.29,749.0,53.55,5361.87,447.57,20660.55,0.5151,120735.47,120838.4,46024.66,19041.46
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Girls,Tops,47827.3,973.0,49.15,5261.65,489.19,25333.52,0.5297,120724.27,132220.94,65074.81,25871.58
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Girls,Tops,56962.52,1047.0,54.41,5031.78,420.04,30959.21,0.5435,130221.5,106224.25,38417.09,15195.88
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Girls,Tops,46556.84,865.0,53.82,6667.41,459.54,23791.23,0.511,114610.49,160915.73,99989.03,33682.44
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Girls,Tops,82052.93,1497.0,54.81,7451.5,716.87,44665.18,0.5443,152047.83,212314.47,150487.94,55317.96
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Girls,Tops,90423.05,1698.0,53.25,8377.53,657.56,48651.45,0.538,216039.74,185918.95,69337.35,24661.42
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Girls,Tops,36814.08,677.0,54.38,5745.59,403.42,17495.03,0.4752,194062.34,151099.25,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Girls,Tops,47086.93,856.0,55.01,4761.28,328.9,25244.95,0.5361,155920.58,127034.1,23290.63,7443.67
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Girls,Tops,63372.63,1174.0,53.98,8535.37,677.91,31983.76,0.5047,129142.11,131975.66,75419.46,29453.36
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Girls,Tops,70770.8,1255.0,56.39,9211.06,673.66,36000.77,0.5087,138362.9,216584.94,158877.56,46668.72
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Girls,Tops,75855.16,1447.0,52.42,6997.5,669.77,40707.8,0.5367,208670.31,174547.23,49399.35,18502.42
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Girls,Tops,65503.4,1213.0,54.0,7803.0,586.84,33896.06,0.5175,184444.09,138822.63,28271.78,9527.85
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Girls,Tops,42064.3,794.0,52.98,5661.84,444.34,21989.18,0.5228,140302.58,142599.28,50467.18,18557.32
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Girls,Tops,51521.86,931.0,55.34,5867.87,445.85,27205.19,0.528,136005.01,149551.69,71382.26,21642.13
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Girls,Tops,54458.6,1033.0,52.72,7371.61,457.84,27726.6,0.5091,142588.69,135238.71,54938.07,17460.56
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Girls,Tops,60473.23,1124.0,53.8,9152.36,646.04,29668.53,0.4906,129136.43,191031.14,132166.34,40823.57
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Girls,Tops,91839.96,1723.0,53.3,11686.75,907.07,46690.11,0.5084,181091.59,256956.97,180299.16,66518.97
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Girls,Tops,87278.27,1716.0,50.86,10311.02,781.01,46646.59,0.5345,268566.95,236035.58,65838.93,26103.99
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Girls,Tops,35351.24,672.0,52.61,4106.87,259.65,18801.31,0.5318,235210.1,195492.34,0.0,0.0
FY2026-01,2026,Feb,1,Q1,STORE,Retail Stores,Girls,Tops,57857.54,1082.0,53.47,6361.14,624.88,30182.86,0.5217,192886.9,139499.04,11455.7,3828.54
FY2026-02,2026,Mar,2,Q1,STORE,Retail Stores,Girls,Tops,65490.6,1207.0,54.26,5788.14,698.0,37027.69,0.5654,145912.51,179659.38,105723.61,37672.66
FY2026-03,2026,Apr,3,Q1,STORE,Retail Stores,Girls,Tops,86233.09,1667.0,51.73,10951.77,747.11,44054.86,0.5109,173453.7,238106.53,162584.8,59710.45
FY2026-04,2026,May,4,Q2,STORE,Retail Stores,Girls,Tops,66137.95,1223.0,54.08,8098.91,681.56,35410.16,0.5354,241397.62,231347.77,64868.57,24775.77
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Girls,Tops,67118.61,1231.0,54.52,8252.56,676.89,34859.11,0.5194,218228.11,155051.44,12871.39,5020.33
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Girls,Tops,54697.1,986.0,55.47,8614.62,581.99,26839.56,0.4907,155084.42,180905.19,89714.48,31147.02
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Girls,Tops,54975.02,1319.0,41.68,1404.81,61.92,25247.52,0.4593,64726.04,85216.76,76932.47,35897.34
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Girls,Tops,66582.15,1661.0,40.09,1342.4,52.71,30454.57,0.4574,67450.9,35755.71,36282.07,21374.55
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Girls,Tops,27499.65,682.0,40.32,548.35,27.89,12660.8,0.4604,48175.66,30596.01,10496.24,4535.31
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Girls,Tops,26005.43,630.0,41.28,563.4,25.07,11876.49,0.4567,29143.39,21564.35,19014.86,10883.54
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Girls,Tops,53847.73,1267.0,42.5,1463.07,66.93,24511.25,0.4552,23949.7,52907.99,84336.02,49011.73
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Girls,Tops,66052.77,1647.0,40.1,1667.1,64.26,29976.44,0.4538,50922.23,61009.64,77871.54,37820.78
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Girls,Tops,31464.67,798.0,39.43,461.54,26.03,14633.71,0.4651,62672.34,30720.1,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Girls,Tops,48605.3,1198.0,40.57,1029.94,48.03,22241.56,0.4576,31179.02,35415.91,53920.16,26193.4
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Girls,Tops,68070.0,1623.0,41.94,1236.83,67.03,31309.98,0.46,34731.43,51187.7,85830.13,50255.61
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Girls,Tops,36971.05,939.0,39.37,801.95,37.77,16945.16,0.4583,59379.67,36836.16,15267.26,7466.42
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Girls,Tops,22255.58,554.0,40.17,694.18,28.85,10064.11,0.4522,37127.29,22183.43,8034.75,5136.55
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Girls,Tops,28851.44,725.0,39.8,711.73,29.13,13124.95,0.4549,20499.15,22716.63,31809.78,16706.76
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Girls,Tops,74096.98,1860.0,39.84,1831.81,88.01,33839.09,0.4567,26997.58,71690.59,120709.81,71726.31
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Girls,Tops,70865.6,1724.0,41.11,1575.56,73.69,32371.94,0.4568,79866.5,48537.2,41185.55,22682.06
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Girls,Tops,29087.51,737.0,39.47,779.2,33.93,13225.75,0.4547,52324.78,35765.49,13341.35,7055.98
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Girls,Tops,23866.79,579.0,41.22,465.53,30.45,11062.39,0.4635,33194.54,31797.78,22966.01,11272.64
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Girls,Tops,63148.3,1489.0,42.41,1552.81,86.01,28833.04,0.4566,27107.83,57969.13,95648.42,47140.89
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Girls,Tops,67838.92,1546.0,43.88,1741.82,68.16,30919.24,0.4558,53652.01,78513.01,94509.9,53224.28
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Girls,Tops,33496.93,843.0,39.74,737.89,41.23,15388.55,0.4594,71280.88,38992.52,1987.69,909.37
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Girls,Tops,47850.1,1201.0,39.84,1009.62,43.53,22026.72,0.4603,36740.76,43158.59,55321.08,27392.57
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Girls,Tops,78534.7,1867.0,42.06,1573.6,71.54,35897.84,0.4571,39964.91,57378.61,97593.54,47393.65
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Girls,Tops,44517.68,1098.0,40.54,1009.42,48.51,20315.32,0.4563,70912.42,40980.75,15643.94,8536.69
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Girls,Tops,28587.12,674.0,42.41,645.24,33.13,13100.55,0.4583,43956.63,23374.71,8683.57,4812.39
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Girls,Tops,34041.25,826.0,41.21,725.13,32.4,15572.66,0.4575,23196.81,24260.09,35862.06,19151.5
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Girls,Tops,90904.61,2112.0,43.04,2108.66,95.24,41491.13,0.4564,31363.04,67634.66,129380.13,81958.31
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Girls,Tops,73907.3,1834.0,40.3,1837.94,81.68,33693.76,0.4559,89394.83,61717.51,48149.6,24424.97
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Girls,Tops,29725.61,722.0,41.17,663.73,48.99,13735.28,0.4621,58223.31,45020.2,17235.22,8797.29
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Girls,Tops,34468.01,851.0,40.5,714.59,32.83,15773.42,0.4576,38334.81,27702.45,24583.07,14489.87
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Girls,Tops,68903.05,1764.0,39.06,2191.94,61.51,31071.76,0.4509,33091.87,61511.78,99576.41,53539.14
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Girls,Tops,86026.23,2001.0,42.99,2494.66,98.64,38703.31,0.4499,59145.2,61865.94,91340.27,51553.92
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Women,Bottoms,13865.04,198.0,70.03,2729.96,68.16,6193.94,0.4467,38379.91,38064.01,16347.26,6679.32
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Women,Bottoms,20353.89,280.0,72.69,2987.06,81.48,10102.4,0.4963,39601.77,50722.07,34542.73,12311.42
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Women,Bottoms,18190.23,257.0,70.78,2782.4,102.11,9553.46,0.5252,49482.87,65419.99,37011.86,16037.35
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Women,Bottoms,22070.22,320.0,68.97,3351.67,103.72,10780.59,0.4885,66850.63,64993.96,23668.94,9430.46
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Women,Bottoms,17555.1,243.0,72.24,2679.12,81.38,8787.85,0.5006,65948.42,45632.82,0.0,0.0
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Women,Bottoms,17557.25,239.0,73.46,2013.94,68.9,9098.05,0.5182,44012.68,48284.88,23912.29,8530.69
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Women,Bottoms,16530.49,217.0,76.18,2949.57,68.97,7717.7,0.4669,49389.92,46976.96,17136.07,5487.61
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Women,Bottoms,17491.98,238.0,73.5,3250.26,84.8,8074.25,0.4616,46503.21,42685.95,17009.78,6644.75
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Women,Bottoms,18445.06,256.0,72.05,2891.0,93.37,9010.79,0.4885,44052.16,52766.54,30143.81,9978.21
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Women,Bottoms,22870.99,303.0,75.48,5002.93,125.36,10395.37,0.4545,54228.57,88079.7,61850.41,22375.48
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Women,Bottoms,32509.24,434.0,74.91,3580.68,104.95,16953.41,0.5215,78531.22,66809.5,24473.15,10625.84
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Women,Bottoms,11165.08,149.0,74.93,2039.2,50.13,5212.25,0.4668,73041.89,59787.48,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Women,Bottoms,16824.4,233.0,72.21,2279.28,64.81,8478.29,0.5039,59482.97,47001.99,6687.51,2344.32
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Women,Bottoms,21380.31,300.0,71.27,2970.1,97.88,10976.87,0.5134,47104.98,56118.27,33461.58,12460.9
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Women,Bottoms,25488.97,332.0,76.77,3521.24,116.01,12795.88,0.502,56935.47,77108.62,49299.37,15724.45
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Women,Bottoms,26323.51,335.0,78.58,3022.85,112.42,13541.9,0.5144,72312.83,63364.01,20509.96,7026.44
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Women,Bottoms,24689.54,329.0,75.04,3750.85,96.75,11664.76,0.4725,64788.6,43710.54,7459.08,2743.14
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Women,Bottoms,18203.87,260.0,70.01,2750.58,85.66,8960.54,0.4922,48472.74,55406.46,27973.83,9809.6
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Women,Bottoms,20786.24,288.0,72.17,2464.22,87.33,10667.31,0.5132,56096.79,54380.68,21621.68,8002.13
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Women,Bottoms,22009.84,315.0,69.87,1919.77,83.62,11975.84,0.5441,56903.85,47060.74,14170.12,5732.0
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Women,Bottoms,22922.82,317.0,72.31,2641.22,103.71,11957.87,0.5217,49041.52,58528.93,35155.16,12107.88
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Women,Bottoms,39594.18,549.0,72.12,5223.01,149.36,19078.99,0.4819,60411.46,79784.91,64340.0,26813.56
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Women,Bottoms,35215.97,482.0,73.06,4966.94,157.3,17304.25,0.4914,89128.98,74700.29,25911.52,8558.38
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Women,Bottoms,15077.99,209.0,72.14,2574.02,53.63,6918.22,0.4588,76990.22,59284.58,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Women,Bottoms,21245.4,297.0,71.53,1946.3,84.26,11305.7,0.5321,60844.46,52562.83,14994.33,4233.03
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Women,Bottoms,23196.35,320.0,72.49,3737.01,97.3,11612.61,0.5006,54203.25,67773.74,40601.15,16809.56
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Women,Bottoms,31992.21,454.0,70.47,4705.64,131.06,15568.59,0.4866,64847.03,90932.95,62914.83,20100.06
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Women,Bottoms,24041.12,312.0,77.05,3063.43,113.27,12791.92,0.5321,91983.49,88314.55,23548.88,7944.09
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Women,Bottoms,24544.02,342.0,71.77,2667.03,110.11,13093.26,0.5335,83452.13,59612.87,3481.9,1327.24
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Women,Bottoms,22138.73,299.0,74.04,3285.45,91.2,10809.69,0.4883,59074.63,62165.2,28605.95,11054.7
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Women,Bottoms,7070.27,99.0,71.42,662.98,70.33,3834.59,0.5424,19940.05,19413.9,7277.43,2741.4
